Make,Model,Year,Price,Mileage,Body Type,Location,Anomaly_Score,Is_Anomaly
mercedes-benz,c-class,2010,302491,266591,Sedan,Dubai,0.12951865664692197,False
chevrolet,corvette,2016,89268,144857,Sports Car,Dubai,0.20156089918976045,False
land-rover,range-rover-sport,2014,151385,44955,SUV,Dubai,0.17525998673198628,False
bentley,continental-gt,2012,415768,254931,Coupe,Dubai,-0.012973758391159218,True
ford,ranger,2023,101830,92077,Pick Up Truck,Dubai,0.16377427884342227,False
hyundai,sonata,2014,26347,192455,Sedan,Dubai,0.20493605793159947,False
land-rover,range-rover-sport,2007,139911,205098,SUV,Dubai,0.1870455995766953,False
jeep,wrangler,2021,38551,178628,Hard Top Convertible,Dubai,0.2014947495662754,False
maserati,quattroporte,2008,39225,63868,Sedan,Dubai,0.04556903151005054,False
mitsubishi,pajero,2020,85658,92306,SUV,Dubai,0.2030721377244314,False
mercedes-benz,c-class,2020,125652,183130,Sedan,Dubai,0.1893067268117688,False
bmw,3-series,2010,22702,166217,Coupe,Dubai,0.20167813509411553,False
land-rover,range-rover,2011,112510,164620,SUV,Dubai,0.19371104716446347,False
mitsubishi,pajero,2014,42979,47031,SUV,Dubai,0.2016859520521158,False
kia,koup,2022,20889,77893,Coupe,Dubai,0.15474267699515948,False
rolls-royce,wraith,2017,2187394,205665,Coupe,Dubai,-0.05545725013687064,True
toyota,prado,2007,43372,281628,SUV,Dubai,0.15725491593517288,False
mitsubishi,outlander,2016,33943,65733,SUV,Dubai,0.20428436503113312,False
ford,other,2017,232489,88465,Other,Dubai,0.1854338082493353,False
jeep,grand-cherokee,2012,171941,95805,SUV,Dubai,0.186189991365796,False
hyundai,sonata,2008,77487,180065,Sedan,Dubai,0.19161552612352395,False
audi,a4,2017,61975,260719,Sedan,Dubai,0.18335824347053248,False
toyota,yaris,2014,38612,213504,Sedan,Dubai,0.19846309781457244,False
toyota,land-cruiser,2010,111713,162166,SUV,Dubai,0.21256049421921103,False
kia,sorento,2010,57206,256195,SUV,Dubai,0.19243738989413806,False
mercedes-benz,c-class,2006,110357,125102,Sedan,Dubai,0.16434773107026812,False
toyota,prado,2009,83469,126451,SUV,Dubai,0.2032639362853727,False
chevrolet,suburban,2005,128109,135307,SUV,Abu Dhabi,0.13898269294877608,False
gmc,yukon,2009,301419,136098,SUV,Dubai,0.16760628393023985,False
dodge,durango,2023,31473,223396,SUV,Dubai,0.1746734405487968,False
land-rover,discovery,2011,227368,22562,SUV,Dubai,0.1392831092944271,False
bmw,x5,2021,66886,127866,SUV,Dubai,0.17453964144256418,False
porsche,cayenne,2024,266494,245722,Crossover,Dubai,0.007413138327363011,False
mercedes-benz,e-class,2015,47742,138841,Sedan,Dubai,0.19011677152984618,False
nissan,altima,2009,104614,217116,Sedan,Dubai,0.18551671637491246,False
audi,q7,2022,60636,278964,SUV,Dubai,0.15948769525308581,False
dodge,ram,2016,110515,282164,Pick Up Truck,Dubai,0.15810782428011572,False
cadillac,escalade,2011,416427,228731,SUV,Dubai,0.15601201809301246,False
lexus,ls-series,2017,19299,205879,Sedan,Sharjah,0.19899770781597537,False
infiniti,qx50,2007,39013,18368,SUV,Dubai,0.15334743758392794,False
jeep,compass,2009,59115,31593,SUV,Dubai,0.16838562374773813,False
mitsubishi,pajero,2011,60364,151131,SUV,Dubai,0.2136632491217622,False
nissan,patrol,2010,118904,54014,SUV,Sharjah,0.189636000058579,False
land-rover,range-rover-sport,2011,347248,169778,SUV,Sharjah,0.171925302735702,False
jeep,grand-cherokee,2009,70823,47995,SUV,Dubai,0.1648752517987574,False
lexus,is-f,2015,58268,69918,Sedan,Ajman,0.2122938541466522,False
porsche,carrera,2023,721895,17696,Sports Car,Dubai,-0.019363838607602046,True
rolls-royce,ghost,2008,507721,278346,Sedan,Dubai,-0.03699024715480592,True
chevrolet,camaro,2020,100838,139127,Sports Car,Dubai,0.1867531962203668,False
toyota,hiace,2008,85569,234068,Van,Dubai,0.1841245683237988,False
mercedes-benz,e-class,2022,73463,27985,Coupe,Dubai,0.1636027374047494,False
mercedes-benz,gt,2007,1936958,114561,Coupe,Dubai,-0.00929830838514012,True
land-rover,range-rover,2018,293563,199571,SUV,Dubai,0.1771710699986172,False
land-rover,range-rover,2010,171191,99249,SUV,Dubai,0.18385416112214764,False
maserati,levante,2007,231117,158440,SUV,Dubai,0.04624662377483002,False
nissan,altima,2011,61254,22892,Sedan,Sharjah,0.16985406239415407,False
mercedes-benz,s-class,2005,35371,108350,Sedan,Abu Dhabi,0.04514182659479926,False
jeep,wrangler,2006,64147,96666,Wagon,Sharjah,0.17967976323575707,False
bmw,7-series,2018,35367,117034,Sedan,Dubai,0.18294370835171808,False
nissan,armada,2010,24045,108094,SUV,Abu Dhabi,0.17562916446595944,False
mercedes-benz,c-class,2007,89316,218676,Sedan,Dubai,0.1730429064570712,False
mercedes-benz,g-class,2019,1112969,192295,SUV,Dubai,0.07817239501790219,False
gmc,sierra,2021,156496,28783,SUV,Dubai,0.14456104387850194,False
jeep,wrangler-unlimited,2008,391818,14319,SUV,Dubai,0.10188231226399314,False
mercedes-benz,glc,2023,326679,96143,Crossover,Dubai,0.10593665281933595,False
mitsubishi,asx,2023,28227,93451,SUV,Dubai,0.16171161551698382,False
mercedes-benz,glc,2006,170277,162264,SUV,Dubai,0.15164641205387852,False
ford,f-series-pickup,2018,147369,103434,Pick Up Truck,Dubai,0.18974296626103387,False
mercedes-benz,glc-63,2014,387262,97868,Sedan,Dubai,0.16847910305261887,False
bmw,5-series,2020,22931,259045,Sedan,Dubai,0.16805446356041748,False
mercedes-benz,s-class,2015,34247,119647,Sedan,Dubai,0.188019471973071,False
toyota,fj-cruiser,2014,160255,165988,SUV,Dubai,0.20998445291284396,False
mercedes-benz,v-class,2010,361466,198392,SUV,Dubai,0.1396910854584984,False
mercedes-benz,c-class,2007,240175,62142,Sedan,Dubai,0.14531963262314562,False
lexus,lx-series,2005,16100,263258,Sedan,Sharjah,0.106012236975223,False
mercedes-benz,s-class,2020,103284,112154,Sedan,Dubai,0.18319075849326477,False
mercedes-benz,s-class,2017,267679,157014,Sedan,Dubai,0.1846362476396795,False
volkswagen,passat,2023,34178,89293,Sedan,Abu Dhabi,0.15723726291638818,False
audi,a7,2017,60551,202796,Sedan,Dubai,0.2105199773351561,False
bmw,x5,2021,19311,154489,SUV,Abu Dhabi,0.1612139901101231,False
nissan,sunny,2005,25035,75283,Sedan,Dubai,0.1407053332474345,False
porsche,carrera,2021,756776,283951,Coupe,Dubai,-0.003880776462955371,True
audi,rsq3,2016,418353,54308,SUV,Dubai,0.11637126639166184,False
nissan,altima,2020,35459,63362,Sedan,Sharjah,0.17476622461220936,False
dodge,challenger,2024,174758,35111,Sports Car,Dubai,0.11269384619196632,False
jeep,grand-cherokee,2016,25244,173411,SUV,Sharjah,0.2102669752034289,False
land-rover,range-rover-evoque,2015,105220,205193,SUV,Dubai,0.2002326401715056,False
hyundai,elantra,2015,26348,198980,Sedan,Dubai,0.20193717752458928,False
land-rover,range-rover-sport,2013,216436,60388,SUV,Dubai,0.18594912014856968,False
ford,f-series-pickup,2014,190100,299760,Pick Up Truck,Dubai,0.14675677974551843,False
nissan,kicks,2016,40568,279989,Sedan,Dubai,0.1731331646207223,False
jeep,grand-cherokee,2022,132706,209298,SUV,Abu Dhabi,0.18475891496481361,False
changan,cs95,2021,123230,68770,SUV,Dubai,0.1723626782602678,False
bmw,x5,2015,41864,241466,SUV,Dubai,0.17089969808196898,False
land-rover,range-rover,2017,432972,154026,SUV,Dubai,0.16273687481786614,False
lexus,lx-series,2019,133022,259437,SUV,Sharjah,0.15970128061445105,False
chevrolet,camaro,2013,175816,53271,Coupe,Dubai,0.17630175991835578,False
ford,f-series-pickup,2009,271008,243993,Utility Truck,Dubai,0.16040531252559265,False
chevrolet,silverado,2024,185073,42175,Pick Up Truck,Abu Dhabi,0.11945820057222989,False
porsche,boxster,2014,218237,159235,Coupe,Dubai,0.039471609873674596,False
mercedes-benz,s-class,2017,273443,120505,Sedan,Dubai,0.1846614314329481,False
chevrolet,camaro,2010,83654,184185,Coupe,Dubai,0.21385644827317796,False
mitsubishi,asx,2019,58499,75725,SUV,Dubai,0.19498271455098876,False
kia,sportage,2006,33293,70199,SUV,Dubai,0.15768917468933857,False
nissan,patrol,2012,129635,171317,SUV,Dubai,0.21174333470694956,False
mitsubishi,attrage,2007,31724,207443,Sedan,Dubai,0.13152920955256525,False
ferrari,f12,2006,1124227,242433,Coupe,Dubai,-0.04444632902364476,True
toyota,land-cruiser,2009,123051,281199,SUV,Sharjah,0.14380725551861373,False
land-rover,range-rover-sport,2021,117968,296307,SUV,Abu Dhabi,0.12357744156645234,False
nissan,maxima,2007,69943,188985,Sedan,Dubai,0.1937547673387513,False
audi,a8,2006,123516,273099,Sedan,Dubai,0.15453840029158572,False
nissan,altima,2011,12020,195974,Sedan,Sharjah,0.18137237265201095,False
land-rover,range-rover,2005,202818,148955,SUV,Dubai,0.13023498996602356,False
land-rover,range-rover,2022,128667,82633,SUV,Dubai,0.17115518318696998,False
mini,cooper,2012,168408,23306,Hatchback,Dubai,0.15588175873656274,False
toyota,land-cruiser,2006,277801,140239,SUV,Dubai,0.15492362542703236,False
land-rover,range-rover,2014,238164,104474,SUV,Ajman,0.18674163491132484,False
nissan,pathfinder,2022,35044,98805,SUV,Dubai,0.18735988397502173,False
mercedes-benz,gle-class,2014,165439,112575,SUV,Dubai,0.20466703416424847,False
toyota,hilux,2021,148695,236866,Pick Up Truck,Dubai,0.18003871576182118,False
jeep,grand-cherokee,2012,84836,272221,SUV,Dubai,0.1591233545903536,False
lamborghini,urus,2011,1427415,222466,SUV,Dubai,0.010972858380455253,False
chevrolet,other,2018,72921,240164,Crossover,Dubai,0.19283021040699605,False
nissan,patrol,2010,178371,282315,SUV,Dubai,0.16206613935882758,False
mercedes-benz,g-class,2023,938084,81350,SUV,Dubai,0.06889627824381328,False
land-rover,range-rover-sport,2013,141163,32420,Sports Car,Ajman,0.16832522509857462,False
bmw,5-series,2011,76276,283432,SUV,Dubai,0.16989717886666722,False
maserati,quattroporte,2008,110937,128133,Sedan,Dubai,0.05340641820009828,False
toyota,land-cruiser,2012,164514,148586,Hard Top Convertible,Dubai,0.2080010455608612,False
toyota,hilux,2012,78646,201549,Pick Up Truck,Dubai,0.19779263001302477,False
porsche,macan,2008,309049,201131,SUV,Dubai,0.021613834760827788,False
bmw,6-series,2005,56322,17574,Sedan,Dubai,0.13279397663892334,False
nissan,pathfinder,2023,16324,127766,Crossover,Sharjah,0.16621070603720983,False
bmw,x5,2005,61851,249538,SUV,Dubai,0.15703322272577003,False
bmw,5-series,2013,164293,65178,Sedan,Dubai,0.18322675998623678,False
toyota,prado,2014,42590,274228,SUV,Dubai,0.17386678174244097,False
gmc,sierra,2006,160251,83909,SUV,Dubai,0.1479056513537999,False
bmw,3-series,2005,114386,193732,Sedan,Dubai,0.10647443016438585,False
mini,cooper,2017,100865,171289,Coupe,Dubai,0.20254212191970566,False
mercedes-benz,g-class,2015,584405,25799,SUV,Dubai,0.1083383846202679,False
jeep,grand-cherokee,2008,339924,125655,SUV,Dubai,0.15377084748006975,False
dodge,charger,2015,121978,164839,Sedan,Sharjah,0.1958492424428046,False
toyota,yaris,2018,37176,51906,Hatchback,Dubai,0.18487165580105225,False
toyota,prado,2018,68817,262223,SUV,Dubai,0.19235401200458768,False
audi,a8,2012,157546,123482,Sedan,Dubai,0.20752718949149723,False
maybach,s500,2018,1032207,212510,Sedan,Dubai,0.028379858602333496,False
mercedes-benz,s-class,2007,20553,179246,Sedan,Al Ain,0.1825691069650911,False
toyota,prado,2016,133848,123691,SUV,Abu Dhabi,0.2105029376890727,False
bentley,continental-flying-spur,2007,140339,202743,Sedan,Dubai,-0.023241900968235973,True
mercedes-benz,gle-class,2015,238586,156388,SUV,Dubai,0.19019209816228044,False
porsche,panamera,2020,537079,156261,Coupe,Al Ain,0.03796668007534043,False
hyundai,santa-fe,2021,56143,296628,Sports Car,Dubai,0.14433573773585823,False
lexus,rx-series,2014,175748,232248,SUV,Dubai,0.19175069706235043,False
lincoln,mkz,2017,53209,104784,Sedan,Dubai,0.19758205028637732,False
lamborghini,urus,2010,1856738,46744,SUV,Dubai,-0.02785771465886011,True
mercedes-benz,g-class,2011,938584,105642,SUV,Dubai,0.09131413687607304,False
mercedes-benz,c-class,2008,101305,69178,Sedan,Dubai,0.179792266606289,False
nissan,pathfinder,2010,40934,153547,SUV,Dubai,0.2092264518161317,False
mercedes-benz,s-class,2010,61012,229449,Sedan,Dubai,0.20114044230841865,False
bmw,5-series,2021,60821,208159,Sedan,Dubai,0.1680517737659611,False
land-rover,range-rover-sport,2008,385327,294866,SUV,Dubai,0.10491391802952654,False
rolls-royce,cullinan,2018,2041719,76994,SUV,Dubai,-0.05248070963443385,True
mercedes-benz,s-class-coupe,2019,170714,135002,Coupe,Dubai,0.18383376112115957,False
bmw,7-series,2007,189303,180931,Sedan,Dubai,0.16243972208207041,False
ford,f-series-pickup,2016,162507,52163,Utility Truck,Sharjah,0.18745320646826924,False
jaguar,f-pace,2011,177491,144399,SUV,Abu Dhabi,0.19109024940915437,False
chevrolet,cruze,2014,36710,16056,Hatchback,Dubai,0.16467100048646577,False
mercedes-benz,e-class,2022,223637,67257,Sedan,Dubai,0.13471028943157842,False
bmw,x1,2020,81644,130790,SUV,Dubai,0.1904595933437464,False
nissan,patrol,2012,297774,205258,SUV,Dubai,0.17122982068748943,False
toyota,highlander,2006,96068,102262,SUV,Dubai,0.17984743296985306,False
lamborghini,aventador,2007,2710750,108072,Hard Top Convertible,Dubai,-0.08130741364243366,True
bentley,bentayga,2023,905664,185860,SUV,Dubai,-0.03922639151331486,True
mercedes-benz,s-class,2023,553016,200757,Sedan,Dubai,0.1094706159817963,False
porsche,cayman,2009,171069,170800,Coupe,Abu Dhabi,0.0587240430131275,False
toyota,fj-cruiser,2024,70916,100719,SUV,Dubai,0.15999460718452851,False
audi,s5rs5,2016,76334,113803,Sports Car,Dubai,0.18968379357930143,False
toyota,land-cruiser,2008,67510,216074,SUV,Sharjah,0.17399334386777632,False
infiniti,g25,2022,39365,218046,SUV,Dubai,0.18292973219224617,False
nissan,patrol,2016,87582,245921,SUV,Dubai,0.18103726649943014,False
mitsubishi,outlander,2019,57359,290591,SUV,Dubai,0.14322547147966208,False
porsche,cayenne,2005,90294,172641,SUV,Sharjah,0.030942843809432463,False
hyundai,accent,2012,23238,289023,Crossover,Sharjah,0.14368191001281844,False
mclaren,other,2011,642874,45452,Coupe,Dubai,0.043167835102480456,False
mercedes-benz,cls-class,2012,68557,211866,Sedan,Abu Dhabi,0.18316642876338995,False
land-rover,range-rover-sport,2020,348500,119180,SUV,Dubai,0.12769805220524189,False
mercedes-benz,e-class,2013,163993,267309,Sedan,Sharjah,0.16708164694029265,False
nissan,patrol,2019,64722,158751,SUV,Dubai,0.18030068199563204,False
mazda,6,2010,16211,282567,Sedan,Dubai,0.15183658641753123,False
land-rover,range-rover-sport,2005,237658,266941,SUV,Dubai,0.1165768725424765,False
jaguar,xk,2018,93002,129779,Coupe,Dubai,0.19442374706440635,False
audi,a4,2013,51223,36275,Sedan,Dubai,0.199140161035254,False
bmw,7-series,2020,54446,221281,Sedan,Dubai,0.1661400953944513,False
rolls-royce,cullinan,2014,1623196,155076,SUV,Dubai,-0.02531482705470467,True
maybach,other,2024,1405967,77514,SUV,Dubai,-0.023086312746784077,True
mercedes-benz,glc,2014,172329,238573,SUV,Dubai,0.19394651746322256,False
jeep,wrangler,2008,125950,184764,SUV,Abu Dhabi,0.19959911515090534,False
mercedes-benz,v-class,2014,496243,131606,Van,Dubai,0.11908676938694251,False
hyundai,santa-fe,2005,41478,191881,SUV,Dubai,0.15150417727957666,False
mercedes-benz,gls-class,2014,992124,196269,SUV,Dubai,0.09756002532405939,False
lexus,rx-series,2017,47485,241839,SUV,Dubai,0.20449331048191605,False
dodge,charger,2015,19797,65691,Sedan,Dubai,0.1715942824568063,False
nissan,sentra,2012,51007,105773,Sedan,Dubai,0.20304826124767478,False
toyota,land-cruiser,2011,60903,283451,Other,Sharjah,0.1688805660070689,False
honda,civic,2016,66914,292023,Sedan,Dubai,0.15565942316450598,False
toyota,land-cruiser,2015,266049,157996,SUV,Dubai,0.18640107063653233,False
audi,q7,2014,60748,296239,SUV,Dubai,0.16302662934131124,False
porsche,boxster,2020,306291,171146,Coupe,Dubai,0.028190105080612815,False
changan,cs95,2013,80983,228383,SUV,Dubai,0.19593629494770304,False
infiniti,q80,2005,136916,49832,SUV,Dubai,0.11974326770158228,False
mercedes-benz,c-class,2018,242208,170515,Coupe,Dubai,0.1614043070772619,False
kia,sportage,2005,51432,218065,SUV,Dubai,0.14920579660512978,False
volkswagen,golfr,2014,62435,271425,Hatchback,Sharjah,0.17555283079418776,False
audi,q7,2006,110823,255892,SUV,Dubai,0.16593636221177244,False
land-rover,range-rover-sport,2010,46125,68168,SUV,Dubai,0.17334823668068916,False
volkswagen,touareg,2013,28753,30447,SUV,Dubai,0.19108467910693244,False
mercedes-benz,g-class,2013,765571,61415,SUV,Dubai,0.11395694351169816,False
ford,mustang,2009,65092,221514,Coupe,Dubai,0.17495990894650837,False
porsche,carrera,2013,156017,132468,Coupe,Dubai,0.07056576823987071,False
chevrolet,silverado,2016,187519,295691,Pick Up Truck,Dubai,0.13286834001549214,False
nissan,micra,2009,32294,116641,Hatchback,Dubai,0.18818715980563605,False
land-rover,range-rover,2022,343461,84405,SUV,Abu Dhabi,0.15048117133779537,False
mercedes-benz,clk-class,2023,15237,34212,Coupe,Dubai,0.14311326249400186,False
dodge,charger,2021,172266,282590,Sedan,Dubai,0.1559208546087369,False
lincoln,mkt,2022,40307,274700,SUV,Dubai,0.16218636189472352,False
maybach,other,2013,1099644,248866,Sedan,Dubai,0.02154496355686253,False
mclaren,650s,2013,451741,85598,Coupe,Dubai,0.057934494272803616,False
nissan,patrol,2020,128800,164712,SUV,Dubai,0.202441869872662,False
jetour,x70,2022,73682,20668,SUV,Dubai,0.13660607045689205,False
renault,clio,2018,73225,232503,Hatchback,Dubai,0.19160167470043288,False
toyota,land-cruiser,2014,302691,138915,SUV,Dubai,0.18058845587410022,False
hyundai,h1,2016,62432,80314,Van,Dubai,0.20295039170712098,False
nissan,altima,2014,30489,61415,Sedan,Ajman,0.19387629537379347,False
lamborghini,huracan,2007,1480427,265379,Soft Top Convertible,Dubai,-0.044254864283661544,True
mercedes-benz,cla,2017,102231,131445,Sedan,Dubai,0.1998915955342555,False
jeep,grand-cherokee,2012,414770,83802,SUV,Dubai,0.16146172357452276,False
mercedes-benz,g-class,2021,2610365,149424,Other,Dubai,-0.013549840197912388,True
mercedes-benz,gls-class,2015,176745,95655,SUV,Dubai,0.18527761406922683,False
chevrolet,silverado,2024,107639,41914,Pick Up Truck,Dubai,0.12323924923909024,False
nissan,altima,2019,24043,35605,Sedan,Ajman,0.16541961108118525,False
land-rover,range-rover,2014,210940,130054,Crossover,Dubai,0.18891836324293715,False
toyota,prado,2006,100734,237052,SUV,Dubai,0.16064529765512991,False
mercedes-benz,c-class,2021,118619,248962,Sedan,Dubai,0.17070182249937238,False
gmc,yukon,2021,57500,103184,SUV,Abu Dhabi,0.17075249954586824,False
hyundai,accent,2006,52813,203332,Sedan,Dubai,0.16462453031760632,False
toyota,prado,2010,119696,201617,SUV,Dubai,0.20537846768579243,False
bmw,7-series,2010,38723,254939,Sedan,Sharjah,0.18887925618290502,False
suzuki,kizashi,2011,32734,178676,Sedan,Abu Dhabi,0.20158064150660726,False
infiniti,jxseries,2013,42235,65343,SUV,Abu Dhabi,0.2098260472678128,False
rolls-royce,cullinan,2009,2855048,114433,SUV,Dubai,-0.07877543268578902,True
audi,q7,2009,181084,21799,SUV,Dubai,0.1367994779352017,False
mercedes-benz,cl-class,2022,16885,135286,Coupe,Dubai,0.15375709324697628,False
toyota,tundra,2017,170289,214516,Pick Up Truck,Dubai,0.18399287696861655,False
porsche,cayenne,2011,206459,105806,SUV,Dubai,0.06325351862773565,False
honda,cr-v,2008,87883,108461,SUV,Dubai,0.18648771827748134,False
porsche,cayenne,2018,615979,168661,SUV,Dubai,0.05211648535782143,False
mercedes-benz,s-class,2018,184971,175793,Sedan,Sharjah,0.18869162618029522,False
lamborghini,huracan,2018,936833,104779,Sports Car,Dubai,0.0038414018569873365,False
jeep,cherokee,2007,46930,225140,SUV,Sharjah,0.1862790128556655,False
bmw,8-series,2020,370234,93850,Coupe,Dubai,0.15689912035264347,False
ford,explorer,2018,62651,60098,SUV,Dubai,0.2011182765203322,False
mercedes-benz,s-class,2012,31627,143735,Sedan,Dubai,0.18606607907541428,False
ford,bronco,2008,324358,275396,SUV,Abu Dhabi,0.13421393094159517,False
mercedes-benz,slc,2020,58640,106196,Coupe,Dubai,0.17885698180790854,False
lincoln,mkc,2005,79919,115112,SUV,Abu Dhabi,0.1533411880284113,False
volkswagen,tiguan,2014,79465,296673,SUV,Dubai,0.14733924390215558,False
volkswagen,golf,2020,62972,268119,Hatchback,Sharjah,0.17140437508214207,False
lexus,lx-series,2023,354802,201929,SUV,Abu Dhabi,0.13436288661567486,False
mercedes-benz,e-class,2006,312501,20037,Sedan,Dubai,0.07360652699797354,False
dodge,ram,2006,49414,126823,Pick Up Truck,Dubai,0.145865634128154,False
dodge,ram,2016,339158,92115,Pick Up Truck,Dubai,0.17035200977661552,False
land-rover,range-rover-sport,2014,148378,145807,Crossover,Dubai,0.21667318359447668,False
dodge,charger,2008,19717,56673,Sedan,Dubai,0.16868756756369674,False
suzuki,jimny,2010,97904,223423,SUV,Dubai,0.18845706545291452,False
kia,sportage,2024,47218,230351,SUV,Dubai,0.14044330587827897,False
tesla,model-3,2005,238320,222144,Sedan,Dubai,0.11707522221158795,False
lexus,is-series,2017,36671,76891,Coupe,Dubai,0.2093794147537671,False
lexus,lx-series,2013,85402,245603,SUV,Sharjah,0.1806361065136381,False
nissan,sunny,2021,31462,95440,Sedan,Sharjah,0.17766427900002896,False
kia,picanto,2007,41169,79292,Hatchback,Dubai,0.17401289353270138,False
gmc,sierra,2013,119772,120276,SUV,Dubai,0.1991672882651046,False
land-rover,range-rover-sport,2020,118740,119540,SUV,Dubai,0.18771530541041298,False
mercedes-benz,c-class,2016,168308,188966,Coupe,Dubai,0.1872919104821199,False
mercedes-benz,e-class,2022,418382,54755,Sedan,Dubai,0.09010104323872059,False
bmw,x4,2023,261092,122584,SUV,Dubai,0.12937069822483127,False
bentley,continental-gt,2012,597907,113567,Soft Top Convertible,Dubai,-0.008333675912541305,True
land-rover,range-rover,2018,191132,266646,SUV,Dubai,0.1638896692492196,False
ford,mustang,2024,55823,293691,Sports Car,Dubai,0.09129985744293223,False
porsche,carrera,2008,503080,239527,Sports Car,Dubai,0.017494861764410174,False
bentley,continental-gt,2023,1111395,194778,Soft Top Convertible,Dubai,-0.04454276541759472,True
mercedes-benz,cls-class,2007,275789,251312,Sedan,Dubai,0.15267934722359305,False
cadillac,ct4,2018,228858,37661,Sports Car,Dubai,0.14742036296191224,False
cadillac,escalade,2024,554401,173011,SUV,Dubai,0.10401569501186325,False
rolls-royce,cullinan,2019,1810915,198609,SUV,Dubai,-0.04269691352204308,True
fiat,500x,2005,42727,289290,Coupe,Ajman,0.11003977182749336,False
ferrari,812-gts,2008,2584291,282424,Hard Top Convertible,Dubai,-0.08895266246476696,True
mercedes-benz,g-class,2012,925707,185773,SUV,Dubai,0.10252083537575396,False
bmw,5-series,2016,25496,204654,Sedan,Dubai,0.20583150709195264,False
mercedes-benz,c-class,2020,368568,99059,Sedan,Dubai,0.12137827731857953,False
nissan,patrol,2011,68805,208704,SUV,Sharjah,0.18682216188644635,False
jeep,wrangler,2022,98105,109396,SUV,Ajman,0.19036534281584172,False
bmw,7-series,2015,522282,278680,Sedan,Dubai,0.11872421632734886,False
gmc,yukon,2011,168325,114700,SUV,Sharjah,0.1870638692170365,False
lexus,rx-series,2018,171680,137587,SUV,Sharjah,0.20625024132973435,False
mercedes-benz,gle-coupe,2010,316622,207129,Coupe,Dubai,0.17402664517132566,False
land-rover,range-rover-sport,2021,227856,150856,SUV,Dubai,0.1733904853382719,False
volkswagen,other,2017,162088,93916,SUV,Dubai,0.18205668960928778,False
maserati,granturismo,2011,159845,61830,Coupe,Dubai,0.05336507460474138,False
nissan,sentra,2005,52532,117824,Sedan,Dubai,0.15162068735564072,False
mercedes-benz,e-class,2017,219577,113474,Sedan,Dubai,0.16803839815567168,False
mercedes-benz,e-class,2019,189335,97834,Sedan,Dubai,0.16481647611408218,False
nissan,patrol,2021,163227,101651,SUV,Abu Dhabi,0.18931950025036354,False
mercedes-benz,gl-class,2011,121594,60014,SUV,Dubai,0.1805320107585336,False
ford,focus,2013,10152,211157,Hatchback,Dubai,0.17895127670506278,False
ford,mustang,2005,283950,279619,Coupe,Dubai,0.09534160007174741,False
infiniti,q80,2018,194567,291966,SUV,Dubai,0.13269346130837345,False
mercedes-benz,g-class,2020,163503,48536,SUV,Dubai,0.16289295455714892,False
ford,figo,2013,17016,278229,Sedan,Dubai,0.15836228894921056,False
land-rover,discovery-sport,2024,169093,233719,SUV,Dubai,0.11665919137087144,False
mercedes-benz,s-class,2021,205382,47984,Sedan,Dubai,0.1549593460622632,False
mercedes-benz,g-class,2018,1206285,195775,SUV,Dubai,0.06402175407142308,False
bmw,m3,2012,154511,159323,Sedan,Dubai,0.188410206524614,False
lexus,lx-series,2012,279972,17657,SUV,Dubai,0.13519054699396044,False
ferrari,roma,2015,1167560,289168,Sports Car,Dubai,0.0029367220586778986,False
toyota,land-cruiser,2018,178018,144261,Pick Up Truck,Dubai,0.20642900493934885,False
infiniti,q70,2008,83366,287473,Sedan,Dubai,0.15592077111428265,False
ford,expedition,2006,128394,198076,SUV,Dubai,0.17726528073904602,False
nissan,280zx,2009,38564,48324,Coupe,Al Ain,0.1823021802019376,False
lexus,is-series,2022,29920,50925,Sedan,Sharjah,0.1728018517466583,False
audi,q7,2021,174814,93246,SUV,Dubai,0.18986798647474906,False
mercedes-benz,cls-class,2009,159075,114590,Sports Car,Dubai,0.19779946848320967,False
mini,mini-coupe,2007,53517,222725,Coupe,Dubai,0.17540275189758614,False
nissan,x-trail,2018,46925,245208,SUV,Abu Dhabi,0.1915030320379716,False
mercedes-benz,g-class,2012,1250817,100733,SUV,Dubai,0.05835120077705369,False
mercedes-benz,e-class,2024,35256,288776,Sedan,Dubai,0.09337591354051222,False
hyundai,sonata,2020,35841,33167,Sedan,Sharjah,0.16155982467269403,False
nissan,patrol,2016,271843,51538,SUV,Abu Dhabi,0.16648981781682465,False
kia,cerato,2011,64091,81380,Sedan,Sharjah,0.2000725510285356,False
mercedes-benz,s-class,2024,24820,18486,Sedan,Dubai,0.09521639859258135,False
land-rover,lr4,2005,76260,46591,SUV,Dubai,0.14646467980165545,False
volkswagen,jetta,2011,50314,125804,Sedan,Sharjah,0.187616383063481,False
ferrari,california-t,2019,536167,140559,Hard Top Convertible,Dubai,0.05232710412374475,False
toyota,land-cruiser,2017,237283,70381,SUV,Abu Dhabi,0.18186898690238174,False
maserati,quattroporte,2012,287449,250439,Sedan,Dubai,0.0438045740745141,False
chrysler,200cev200,2017,20665,261963,Sedan,Dubai,0.18516229023017333,False
dodge,ram,2022,193512,104140,Pick Up Truck,Dubai,0.1681657905796764,False
toyota,prado,2005,75002,172967,SUV,Dubai,0.1557968072708193,False
bmw,6-series,2020,130049,227370,Sedan,Dubai,0.18889360884053197,False
bmw,x5,2009,85825,161779,SUV,Dubai,0.2077496608030736,False
nissan,patrol,2021,291407,53596,SUV,Dubai,0.1475278804191827,False
audi,s4rs4,2015,180482,37826,Wagon,Dubai,0.16854875334109565,False
